,Id,EssaySet,Score1,Score2,EssayText,split,llm
680,17022,7,0,0,She is serious in everything she does. She goes to work and then comes home and helps her aunt prepare a quick supper,train,Score: 2
681,18226,7,0,0,"'We have to do our part to do to help Paul finish college. then he'll get a job, Anna, and he'll pay for you and me to go to college.'",train,Score: 1
682,17530,7,0,0,"Rose see's things differently then her aunt and parents, in the story her aunt said 'you're seeing the situation through other eyes-as you should because you grew up here.'",train,Score: 2
683,18713,7,0,0,"I think Rose's most outstanding trait is her sense of sympathy. Rose seems like a young girl with too much responsibility. But instead of going into how hard her life is, she notes on how much harder Paul's life was. This also shows a good deal of selflessness and respect for others.",train,Score: 2
684,18306,7,2,2,"Rose seems hardworking and matierialistic in her conversation with Anna. She seems this way to me not only because she fell asleep working on her essay, but because she thinks it's okay for her Paul to move away from his family just because it is a better job that is better paying. While Ana believes family should come before work and money.",train,The answer provides a clear
685,17364,7,0,0,"When Rose is talking to Anna after anna pours two glasses of orange juice, Rose says that she is lonesome for Papa. He has been gone for four months which seems like he had been gone for years.",train,Score: 2
686,17508,7,0,0,Rose is kinda like the mother figure in this story. she has alot of responsibilies to take care of.  in paragraph 14 line 2 she says she felt too young for so much responsibilty..,train,Score: 1.
688,17348,7,0,0,"'I feel asleep working on my essay,' Said Rose                                               Rose was doing her essay and she feel asleep and had a bad dream and she woke up scared and Anna ask if she was ok and Rose said yaq i am ok.",train,The answer does not fully
689,18153,7,0,0,Rose does not like to burden others with her own problems. She likes to keep to herself and try to help others even though she is hurting inside.,train,Score: 2
690,17664,7,0,0,"She is not a very happy person, even though she tries to come across to others as being hopeful and joyous.Rose kept nodding. Maybe her life get easier. Maybe it wouldn't.",train,Score: 2
691,17214,7,0,0,Rose is reminding person because she reminds her sister about how they have to help their brother. An example of this then Rosa says 'we have our part to do to help Paul finish college,train,Score: 1.
693,17110,7,0,0,"She is very frustatid, because she has not got her essay complet",train,Score: 1
694,17671,7,1,1,"Even though she's as stressed as she is, she still cares about others. It seems like she is used to putting others before herself.",train,Score: 1
695,17873,7,0,0,"Rosa feels like she has far too much responsibility than she should. Her dream of being weighed down by Paul shows that she thinks that everybody else is free of responsibility, yet she is forced to handle responsibilties nobody else has.",train,Score: 1
696,17181,7,0,0,Rose fell asleep trying to work on her essay. When Anna walked in Rose asked if she was ok and Anna said no. Rose told her that she fell asleep. This goes to show that she is always busy and has little time to do anything else.,train,Score: 1
697,18067,7,0,0,She doesn't want others to be upset and keeps her bad comments to herself. She is not use to the way they are living because she didn't grow up in Cambodia,train,Score: 1
698,18426,7,0,0,"In this story the character of Rose is in a tough situation. Her family is struggling to make money and this puts alot of pressure on her. As a result, when she is talking to her sister Anna you see you get a little angry. This is a result of the high amount of pressure that she is feeling. You can see this when she resonds to Anna saying 'Money isn't everthing' with 'Only if you already have everthing.' This is a rude resonse and is a result of the pressure Rose is feeling to not only finish her essay, but to also make money for her family.",train,Score: 2
699,18456,7,1,1,"Through her conversations with Anna and Aunt Kolab one trait that shows in Rose is loyalness.  Even though Rose is weighed down by her school life, working, and trying to help out the family, she does all she can to try and get through a tough situation.",train,Score: 1.
700,18614,7,0,0,Anna feels sorry for her dad cause her mom works way to much.,train,The answer does not directly
701,17475,7,1,1,Rose is a the type of girl that wants to do anything possible to please everyone she knows. She wants to be known as dependable. The one detail that comes to my mind is when Rose is thinking about writing that essay eventhough she is very busy with working but she wants to win the prize.,train,Score: 2
702,16985,7,2,2,"Rose is a caring person.  In paragraph 4, when Anna wakes up from having a bad dream, Rose tries her best to comfort her sister.  She speaks in a gentle voice, so as not to increase the despair that her younger sister is feeling. While speaking to Anna, Rose displays this specific character trait.  Anna was not completely satisfied with Rose's answer, but she still was able to go back to sleep.  In this, I think Rose shows the readers that she is indeed a caring person.",train,Score: 2
703,17325,7,1,1,She is a very hard worker. She works four hours at her job then comes home to help make supper and then writes her essay.,train,Score: 2
705,18419,7,0,0,"Rose is very open sighted. She see's things through her eyes and through the eyes of others. One support for this is when she is talking to Aunt Kolab and her aunt says, 'But now I realize that you're seeing the situation through other eyes--as you should, I suppose, because you grew up here. . . . This must be difficut for you. Yes?' This quote shows how Rose's aunt didn't see through other eyes, and had to have Rose point it out to her. The eyes maybe of a different person or a different culture, but she was seeing differently.",train,Score: 1.
706,18526,7,2,2,"One trait that Rose has is thoughtfulness. When Aunt Kolab asked her if she was so weighed by what she was doing to help the family, she did not answer because she did not want to hurt her aunt.",train,Score: 2
707,17543,7,2,2,"She is hardworking. I can see that from the conversation she has with her little sister Anna. In that conversation she talks about how it was their duty to pay off Paul's college loans. She isn't indifferent or mad, she only has one thing in mind, and that is that she and her family will pay off the loans and things will be better.",train,Score: 2
708,17394,7,1,0,"Rose seems to understand that everything she is in the best interest of her and her family, but the pressure only weighs down on her more. This is prevalent when she is speaking with her sister, Anna. Despite the feelings of stress bearing down on her, she explains their current situation to her sister calmly and sincerely.",train,Score: 2
709,18434,7,0,0,Rose is timid she shows this in both conversations were she either kept quiet or she didn't speak out very much at all.,train,Score: 1.
710,17553,7,1,1,Rose is hard working to help her family in need from Aunt Kolab point of view.,train,Score: 1.
711,17082,7,1,1,"in her conversation with her aunt, you can tell that Rose cares about other people and that she is really in need of help.",train,The answer provided does not
713,17859,7,1,1,"Rose is an over all hard worker, she has a job she takes care of her sister and she has to go to school.",train,Score: 1
715,17094,7,0,0,'Honest' because Rose tells Anna That helping Paul would help them finish college then he'll get a good job and he'll pay for Anna and Rose to go to college.,train,Score: 1
717,17941,7,1,0,"One trait that can describe Rose based on her conversation with Anna is that she is an overwhelmed young lady. This is expressed when she says, 'I fell asleep working on my essay,' and also when she says, 'We have our part to do to help Paul finish college. Then he'll get a good a job, Anna, and he'll pay for you and me to go to college.'",train,Score: 2
718,17453,7,2,2,"Rose is caring and trys to comfort her sister Anna, when Anna is down because her parents are never home. Rose says to Anna in the story that 'He had to go. The job in Los Angeles paid three times what he was making here.' Rose was trying to tell her sister it was important for their father to go away.",train,The answer partially meets the
719,18486,7,1,1,"Rose is very thoughtful towards others. She really only thinks about the ones around her and how she can help them. She tells Anna that her father will pay for them to go to college, so she is making her sister feel better saying that her father will take care of them and do the best he can.",train,Score: 2
720,17507,7,0,0,"She wants to be selfish but know she can't so she does small selfish acts like ignoring Anna.  ''Anna,' Rose said. 'What's wrong? You feel okay?''I'm fine,' her sister said. 'I just had another bad dream.''I fell asleep working on my essay,' Rose said.'",train,Score: 1
721,18394,7,1,0,"One way to describe Rose would be respectful, because through out the whole story Rose never talks back to Aunt Kolab.",train,Score: 1.
722,17515,7,2,2,I think that Rose is loving. When she was talking to Anna all she tried to do was cheer her up. That is the sign of a girl that really cares about her family and wants the best for them,train,Score: 2
723,17411,7,0,0,Rose is,train,The answer provided is incomplete
724,18311,7,2,2,One trait that can describe Rose is caring because when she was talking to Aunt Kolab she didn't want to tell the truth about her feeling weighed down by how much she had to contribute to the family just so she woudn't hurtr her aunt or mom's feelings.,train,Score: 2
726,18114,7,0,0,Courageous becuase she has the courage to tell her aunt the way she feels we she feels all alone and no one cares.,train,Score: 1.
728,18282,7,1,1,Rose is hard-working. The story says that most of her days are busy and filled with work.,train,Score: 2
729,17801,7,0,0,She said that she just wonted to be like a fish and beeenin the water all the time. When she was talking to to her Aunt she told her she was just misssing her home country of Combodian.,train,Score: 1
730,17889,7,1,1,"One trait that describes Rose is responsible. A detail that supports this is her dedication to her job, schoolwork, and chores at home. Rose continues to work on all of these things despite how stressed and busy she has become.",train,Score: 2
731,17839,7,1,1,"Rose is hopeful.As Rose is listening to Aunt Kolab offering to help, she realizes that her life might get easier, and that a sense of family could surivive through anything.",train,Score: 2
732,18075,7,0,0,"Over run, Rose is so busy with all of her responsibilities that she has reached a point of hoplesness.  Ahe also feels wieghed down by her brother and his  hard times.",train,The answer has some issues
733,17604,7,0,0,as stated in story that Rose  kept nodding and maybe her life would get easier and Rose felt an urgent need to relate the dream to expose it,train,The answer provided does not
734,17528,7,1,1,One trait to describe Rose is nice and thoughtful. an example from the story is that when she is talkin to her sister sh does her best to make her sister feel better about the situation and help not feel so bad.,train,Score: 1.
735,16976,7,0,0,"I think shes just feelin alot of pressure with all that shes doing. so the trait i think she has is patience. She's always waiting onand helping others. One detail from the story that shows me this is, when it sasys, 'The day, like most of her days, had been to long, too demanding. From school she'd gone straight to the resturaunt to work a four hour shift, then straight home to help aunt kolab prepare a quick supper.'She's always helping others, and i think that means she has patience.",train,Score: 1.
736,17674,7,0,0,That Anna is her little sister and that they hate when they mother is always working late.,train,Score: 1
737,17389,7,1,1,"Personally, I believe that Rose is sincere. She is trying to help her family, to the best of her ability, but she is heavily weighed down by circumstances. In this story, Rose goes through her to-do list for a typical evening. You would think that the list would be much shorter for someone her age, but then you realize what she has to sacrifice to keep her family going. I wish we could all have her sincerety.",train,The answer provides a clear
738,17644,7,1,1,"Rose is someone that looks out for others and cares more about the good of the group rather than her personal situation.  She likes to put herself in other's shoes to understand what they are going through and how she can help.  Her aunt sees this same quality in her when she states, 'But now I realize that you're seeing the situation through other eyes-as you should, I suppose, because you grew up here...'",train,Score: 2
739,17877,7,0,0,"One trait that I think can describe Rose based on her conversations with Anna or Aunt Kolab is overworked because in the story Aunt Kolab asks Rose, 'Do you feel so weighed down by what you're doing to help this family?' I think that quote from the story shows that she is overworked.",train,Score: 2
740,18213,7,1,1,One trait that can describe Rose is hard-working. The author of the story says that she feels she needs to do her part to help Paul get through college. She is working to help him because she knows he will return the favor to both her and Anna.,train,Score: 2
741,18074,7,0,0,"One trait than can describe Rose based on her conversations with Anna and Aunt Kolab is sincere. An example that supports my answer is that when Anna was walking in the kitchen, rubbing her eyes.",train,The answer is partially correct
742,17715,7,0,0,"Rose is sympthatic person towards Anna.  When Anna came in to the kitchen at the start of the story Rose asked, 'Whats wrong.'  Anna said, 'I'm fine, I just had another bad dream.'  Rose replied, trying to be funny and sympthatic at the same time, 'I fell asleep working on my essay.' She gets up and goes pour her sister a class of orange juice.",train,Score: 2
744,17321,7,0,0,"I think that Rose seems lonely and that is why she has so much in her life. She works to help out the family but at the same time when she is home she does school work and helps out with supper. I think that she feels the same way Anna does but doesnt want to admit it. With her doing all of these things she has no time to miss her mom, dad, or even Paul.",train,Score: 1.
745,17187,7,2,2,"Rose is very caring towards her family. In the story, she doesn't want to tell her aunt that she is weighed down by all she is doing for Paul because she fells that this might discourage her mother and aunt.",train,Score: 2
747,17818,7,0,0,One of Rose's traits include being always busy.  She always has something that she needs to do.,train,Score: 1
748,17527,7,0,0,"One trait that can describe Rose based on her conversation with Anna is that she believes money is everything.  Anna said 'money isn't everything', and Rose said, 'Only if you already have everything.'",train,Score: 2
749,17363,7,0,0,"Rose is the type of person that is afraid to tell the truth if she thinks that it is going to hurt someone elses feelings.  The reason I say this is because in paragraph nineteen it says, Rose didn't answer. If she told the truth, she would hurt her aunt. And probabaly her aunt would tell her mother.",train,Score: 2
750,17874,7,0,0,Anna poured two glasses of orange juice and handed one to Rose.,train,The answer provided does not
752,17945,7,2,2,One trait that can describe Rose is optimistic. After the conversation with Aunt Kolab she was confident that her life could get easier.,train,Score: 2
753,18340,7,1,1,"Rose gets ery stressed out from being busy, and from all the work she has too do. In the story it stated that she was very close to getting fired from her job. It also talked about how she wouldnt have time to find that she can use to squeeze in her essay.",train,The answer provided does not
754,17917,7,1,2,"One trait that describes Rose is that she's helpful. She likes to help all of her family members in this time of need when her family depends on her the most. Although she does get stressed out about it, she still fights through all of the stress she has.",train,Score: 1.
755,17025,7,0,0,She stood and stalked out of the kitchen. She was angry but very miss understanded.,train,Score: 1
758,17365,7,1,1,She works really hard and its for her family. She would do anything for her family and they would do the same for her.She is over working herself though. She needs to get her essay done and work at the restaurant and help cook at her house. But she does it anyway.For her brother.,train,The answer provides a clear
759,17676,7,2,2,"One trait that best describes Rose is responsiable. Rose show a great deal of responsablity because she is dealing with a lot to help support her family at such a young age and when he little sister begins to feel tired of the situation, as does Rose. Rose explains to Anna, without grief, that what they are doing is the best for the family. 'We have our part to do to help Paul finish college.' Rose said to Anna. She explained that in the long run, and the troubles have settled, that it will benefit them.",train,Score: 2
762,18465,7,1,1,"I believe that one trait about Rose is how dedicated she is to helping her family. In the story she mentions that she goes straight to school, then to work, home to cook dinner with her aunt, then does homework for the rest of the night, so this obviously shows she is doing everything in her power to help her family make it.",train,Score: 2
764,17541,7,0,0,She is afraid to speak her mind,train,Score: 1
765,17090,7,0,0,"Rose is tired. She has a lot on her plate for someone of her age, from work to school to homework, and helping her brother through college. She is having trouble taking care of all of it, and just wants someone to help her get some of the weight off of her back.",train,Score: 2
766,18371,7,2,2,"Rose is considerate. She is stressed out and feels like there is too much responsibility on her, but knows the family needs help. When Aunt Kolab asks her if she felt weighted down by helping the family, she doesn't respond because she wants to help, she just doesnt know how much she can.",train,Score: 2
767,18564,7,2,2,"Determined, she sticks to what is important to her. Like When She feel asleep working on her essay.",train,Score: 1.
768,17204,7,0,0,Flexibility because she had to change in many ways from moving to a whole new country and it had really discouraged her. Rose starts to see that there are ways that the situation gets better when at the end of the conversation in paragraph 23 when she sees that maybe her life could get better and she finally thought of a topic for her essay. flexibilt,train,The answer has some strengths
769,17189,7,0,0,Uncertain,train,The answer provided is incomplete
771,17534,7,0,0,Rosa has many traits. One trait she has is greed. In her conversation with Anna she does not seem to care that her dad is gone. All she seems to care about is the money.,train,Score: 1
772,18666,7,2,2,One of Rose's main traits in the story is her selfless determination. When she says 'We have our part to do to help Paul pay for college...' she shows how helpful she is to her brother.,train,Score: 2
773,17559,7,0,0,"Rose is stressed throughout the story. When she wakes from her dream, and Aunt Kolab comes into the room, Rose feels she needs to talk about what is going on in her mind. When asked if she feels weighed down by what she is doing for the family, she answers yes.",train,Score: 2
775,18151,7,0,0,Rose is a type of person who tries to hide her feelings.,train,Score: 1
777,18271,7,0,0,She feels like she has to do all the work in the family. When her aunt asked her if she feels weighed down by what she has to do for her family.,train,Score: 2
779,18542,7,0,0,that she hate sthat her dad is gone to work in las angelas,train,The answer is incomplete and
780,17274,7,2,2,Roes is caring. She worries about her whole family and wants to help make life better for them. during her talk with Anna Roes says 'we have to do our part to help Paul finish college.' showing that she wants what is best for her brother.,train,Score: 2
781,18383,7,0,0,"She belives that money is everything. She feels that she and everyone else has to pay for her brother. Than, he will get a job and have to pay for his two siters to go to school.",train,Score: 1
783,18512,7,1,1,She work very hard.,train,Score: 0
784,17538,7,1,1,responsible,train,The answer provided is incomplete
785,17030,7,1,1,"Rose is very hard working, an example from the tex is when it talks about her daily schedule and balancing work, school, and her home life.",train,Score: 2
786,17732,7,0,0,"Rose is conflicted. She feels like she has too much responsibilty in helping the family, yet feels like she must help.",train,Score: 2
787,17021,7,0,0,"Rose is guilty.   Rose did'nt answer. If she told the truth, she would hurt her aunt. And probably her aunt would tell her mother.",train,Score: 1
789,17643,7,2,2,"One trait that describes Rose is caring. When her sister came into the kitchen, Rose asked what was wrong. 'Anna,' Rose said. 'What's rong? You feel okay?'",train,Score: 2
790,18372,7,1,1,"Rose is a very hard working person she has many tasks to do in one day including, school, help around the hose, supper, work at the restaurant, homework, and her essay.",train,Score: 2
791,18150,7,2,2,A word that describe her is caring. Rose kindly asked her sister if she was ok.,train,Score: 2
792,18123,7,0,0,"She is sad because of her Papa, because he had to go to Los Angeles to work and she doesn't like that.She feels so lonely.She said that the money are not the most important thing in life and she would be happier if Papa was there with her.",train,Score: 2
793,18215,7,1,1,"Rose seems like a person that is caring. She seems willing to help her family even though she is having a difficult time with everything going on. Just as it says she has an essay to write, work, school, and other things at home.",train,Score: 2
794,18335,7,0,0,"One trait that Rose has, is that she is overwhelmed and kind of frightened. She thinks that she wants to tell Aunt Kolab about her dream because she thinks that it will relieve stress on her.",train,Score: 1.
795,17273,7,0,0,"Rose dreamed that she swam through clear, green-tinted water, enjoying the pure simplicity of a fish's life: which means she loves doing cirtin things and other things not so much.Rose felt like she was too young for so much responceability.",train,The answer provided does not
796,17607,7,0,0,Rose is a leader. She reveals her dream to Aunt Kolab to find out what her dream could have possibly meant. She feels like she has a ton of weight on her shoulders. She also has to take care of her little sister in the meantime.,train,The answer provided does not
797,18205,7,1,1,"She cares a lot about her family, and she doesn't want to let anyone down. One Example in the story is she says ' I feel like I got a lot of responibilty and i have no idea what to do.'",train,Score: 1.
798,18214,7,0,0,"I can tell that she is very open minded about things that she has to say!!And she doesnt have an attitude problem,and she loves her little sister!!",train,The answer provided has some
799,18738,7,1,1,"One trait that describes Rose based on her conversation with Anna or Aunt Kolab is that she is understanding.  She is willing to listen to others' advice, such as the advice she got from her Aunt Kolab.  She is also willing to give advice, such as the advice she gave to her sister, Anna.  She is not hard-headed.  She is willing to take others' advice and look at the situation from their point of view.",train,The answer provides a clear
800,18587,7,2,2,1) I belive that Rose is an extremely comforting person because of the conversation that she had with Anna. She comforted Anna about her bad dream by talking with her and by making her a glass of orange juice.,train,Score: 2
802,18398,7,0,0,"In 'Crossing Over', the author displays Rose as a helpful child, but one who keeps her feelings inside. Although she feels pressured by what she needs to accomplish, she does not complain to others or stop doing what needs to be done. For example, as she was speaking to her sister, she explained how they needed to 'help Paul finish college...and he'll pay for [her] and [Anna] to go to college'(Paragraph 11, sentence 3-4). Not once does Rose express her worry about the situation.",train,The answer provided is well
803,18003,7,0,0,Rose felt tha her life would get easier.,train,The answer provided does not
804,17532,7,0,0,"That she don't like to talk to people about how she feels. 'Anna,'Rose said. 'what's worng? You feel okay?''I'm fine,' her sister said. ' I just had another bad dream'",train,The answer identifies the trait
805,17603,7,0,0,She doesn't think she can be helped very easily.,train,Score: 1
807,17061,7,0,0,"Her display of emotion. When she was asked, 'Do you feel so weighed down by what you're doing to help this family?' she gave no reply. Indicating that she had felt pressure attempting to help the family.",train,Score: 1.
808,18280,7,1,1,Rose is a real nice person when she wants.Anna gets real emotinal at times as given in paragraph 12.,train,The answer has some issues
809,17915,7,2,2,"Rose can be described as caring and considerate of others' feelings.  In her conversation with Aunt Koleb, she hesitates to reveal her true feelings about the burden of helping Paul get through college because she does not want to offend her aunt.  This shows that she values others and puts them before her personal interests.",train,Score: 2
810,17984,7,2,2,"One trait that can describe Rose is supportive.  As Rose talks to Anna in this story she keeps telling Anna how everything will work out.  Rose has other thoughts about the situation, but she keeps them to her self to make her younger sister feel better about the situation.  She tells Anna, 'We have our part to do to help Paul finish college.  Then he'll get a good job, Anna, and he'll pay for you and me to go to college.'  This shows that Rose, no matter how weighted down she feels, will always give a supportive answer for her sister to make things seem alright.",train,Score: 2
811,18417,7,2,2,Rose is very diligent. In the story she is talking to her sister when she tells her that she fell asleep while working on her essay. That shows that she was working hard enough to make her tired.,train,Score: 1.
812,18073,7,1,1,"Rose seems to be a concerned person. One example i'll use, is when rose had a convrsation with her aunt. Rose needed to talk about the dream, to expose it, so it woluld loosen a grip on her.",train,The answer provides a clear
813,16979,7,2,2,In the story Rose is a very giving person. She tries to help pay for her brothers college and do an essay to receive a prize. She works all the time just to help her brother. That is why she is a very giving person.,train,Score: 2
815,18632,7,0,0,"From reading the passage, one of Rose's traits would probably be confusion or exhaustion from the essay.",train,Score: 1
816,18230,7,2,2,"Rose can be described as considerate because she is reluctant to tell her Aunt Kolab that she feels very weighed down by her familial obligations because she fears her aunt may be hurt..  The author writes, 'If she told the truth, she would hurt her aunt.  And probably her aunt would tell her mother.'",train,Score: 2
817,17827,7,2,2,"One trait that Rose possesses is being compasionate towards others.  An example of this is when she is talking with Anna and says, 'Anna, What's wrong?  You feel okay?'",train,Score: 2
818,17793,7,1,1,Rose cares about her aunt because in paragraph 23 he aunt is telling her how she can make things different and Rose says 'Maybe her life would get easier' as a sing that she cares about her.,train,Score: 1.
819,17762,7,0,0,"She dont pay attention too anna, and anna dont pay attention too her.",train,Score: 1
820,17568,7,1,1,"Rose is a very hard worker, but is feeling extremely stressed and fatigued by all the tasks she has to complete each day.  In one day, she went to school, worked at the restaurant for a four-hour shift, and then straight home to help Aunt Kolab prepare a quick supper, then she finally began writing her three-thousand-word essay.  She wonders if her aunt feels weighed down by her family problems like she does.  She is very stressed and needed someone to talk through her problems with.",train,Score: 2
821,17071,7,0,0,"Rose is not very expressive of how she truly feels. An example is when Anna askes her if she is feeling okay, Rose tells Anna she is okay when in reality she is stressed.",train,Score: 2
823,17392,7,0,0,she isnt very happy,train,Score: 1
824,17028,7,2,2,Rose is kind-hearted as shown by the gentle manner in which Rose spoke to her younger sibling Anna and also shown by the fact that Rose did not want to tell the truth about how she felt because she feared it might hurt her Aunt Kolab.,train,Score: 2
825,18068,7,2,2,"A trait that describes Rosa is caring. Not only does she care about school and doing her best, she cares about her family. In the conversation with Anna, Rosa tries to help Anna understand the difficult situation, but also show her that she cares. In the conversation with Aunt Kolab, Rosa wants to tell her aunt how she feels, but since she cares for her family, she remains silent so she wouldn't hurt her aunt's feelings.",train,The answer provides a clear
826,18602,7,0,0,I believe that Rose had the trait to endure. Not only does she endure her long hard days and make time to write her state qualifying essay. She also has the patients to endure even the negative moments that her sister often feels due to the situation they are in.,train,Score: 1.
827,18730,7,2,2,"Rose seems like she is a caring and providing member in their family. The storys states that she has a job, tries hard in school, and tries to help her sister as much as she can. It seems the father will be gone for a long period of time, as will the brother one for work and the other for school. So it seems Rose may have to step up and help out.",train,Score: 2
828,18478,7,1,1,Rose is kind of quiet. She is helpful but doesn't really say anything. Like when Rose and Aunt Kolab were talking she just nodded and didn't say much.,train,Score: 2
829,17201,7,0,0,"She hides how she feels alot while she talks,'I hate how late she has to work,' her voice sank into a deep whisper",train,Score: 2
830,18451,7,2,2,"One trait of Rose's that was shown in her coversation with Aunt Kolab hit me like a speeding bullet. Respect. Rose has respect for her aunt and her family. She knew the answer to Aunt Kolab's question, but felt that she would hurt her aunt so she decided it was better to say nothing than something wrong.",train,Score: 2
831,17958,7,2,2,"Rose is caring when she talks to other people because when she was talking with her aunt she thinks, 'If she told the truth, she would hurt her aunt.' This shows that she cares about how other people feel.",train,Score: 2
832,17019,7,2,2,"Rose is caring, she says her and her sister have a part to do to help Paul finish college.",train,Score: 2
833,17550,7,0,0,"One trait would be courage. Courage, because she decided to tell her aunt about the dream and let her aunt know that she was being very over worked.",train,Score: 2
834,17884,7,2,2,"Rose is willing to work for her family and do anything for them. For example after she got done talking to her Aunt Kolab she thought to herself, 'Maybe her life would get easier. Maybe it wouldn't.' This shows she is atleast giving it a shot. Also another point that shows that Rose will do anything for her family is when she was talking to her sister, Anna. Anna said, 'Money isn't everything.' Rose said, 'Only if you already have everything.' This shows that Rose is willing to sacrifice what she wants to do, in order to make her family's needs.",train,The answer provides a clear
835,18104,7,1,1,"Responsible. She's trying to do everything right, and not hurt anyone. But, she's just a kid. And, it all becomes to heavy of a load to carry.",train,Score: 1.
836,17142,7,2,2,"Rose is caring. We know this because in paragraph 4-6, Rose is very concerned about the well-being of her younger sister. She asks her what's wrong and if she is feeling okay.",train,Score: 2
837,18031,7,0,0,They both worry.,train,The answer provided is incomplete
839,17560,7,2,2,"Rose doesn't like to hurt anybody. When she was taliking to Anna, she wanted to make Anna feel better by telling her about how her dad will be back, and get a better job to pay for Anna's and her's college. When her aunt asked her if she felt weighed down by this situation, she didn't want to tell her aunt the truth not to hurt her, and she also thinks that Aunt Kolab will tell her mom, and it will hurt her mom too.",train,The answer provides a clear
840,17896,7,0,0,rose has one trait that makes her want to get in and feel for the person like whan it says 'she felt and urgent need to relate to the dream',train,Score: 1
841,17176,7,1,1,"Rose is very hard working and sometimes even though its hard she will keep trying no matter what. She often looks to the bright side of things. One detail from the story is when her and her sister Anna were talking, Anna felt resentment towards her parents because they left them, but Rose doesnt complain about it and keeps living her life without complaining.",train,Score: 2
842,17185,7,0,0,One trait of Rose is she is very busy. You can tell this because she barely has time to right an essay because of her job.,train,Score: 1
843,17399,7,0,0,"she is tiered of all the pressure that she is on like takeing care of her family, and writing 1000 word essay, than the pressure for paul.",train,Score: 1
844,17303,7,0,0,"Rose can be decribed as patient during her conversation with Anna.  When she tries to to explain to Anna why everyone is trying to work so hard to help Paul finish college, she calmly speaks to Anna, even though she knows Anna may not fully understand.  Even though Anna clearly did not understand what Rose was saying, she does not lose her temper or show any negative reaction towards Anna's retort at the end of the conversation.  Instead, she remains tolerant, which takes a great deal of patience on her part.",train,Score: 2
845,17469,7,1,1,"One trait that can be used to descripe Rose, is positive. Rose is always looking towards the bright side of each situation, no matter how bad the conditions. Also, she keeps a strong attitude when her little sister talks to her about her feelings and problems.",train,Score: 1.
848,17175,7,0,0,"Rose doesn't like the fact that her brother has taken responsibility for both Rose and her sister.  For example, when she said, 'only three years older, he held the fate of two people--both his sisters--in his hands.",train,Score: 2
851,18712,7,1,1,"I would describe Anna as a very hard worker. She goes to school on a daily basis, after school she then works a four hour shift at a restaurant. When she gets off work Anna rushes home to help her Aunt Kolab prepare a quick supper, and then she does her homework. Anna has to juggle school, work and a demanding home life at a young age which in my eyes makes her a hard worker.",train,The answer provided does not
852,17634,7,2,2,"Rose is a caring person. She tries to help Anna realize that what is happening in the family will turn out to be a good thing. The event of their dad moving away was for him to get more money. Their brother, Paul, is going to college to get a good job so he will be able to pay for his sisters to go to college. Rose is trying to be optimistic about the situation even though she does not feel it. This is what she tries to portray to Anna.",train,The answer provides a clear
854,18263,7,0,0,"One trait that describes rose is cautious, just because of the way she chose her words carefully in both conversations.",train,Score: 1.
855,17694,7,2,2,"One trait that can describe Rose would be concern. The morning when her and Anna talked about their dad being gone and all the problems within the family, Rose asked Anna if she was okay and Rose tried to talk to Anna and make her feel better and try to get Anna to believe everything that was happening was happening for a good reason/cause.",train,Score: 2
856,18198,7,1,1,Rose and Aunt Kolab are both hard working. Kolab works late every day.,train,Score: 1
857,18105,7,0,0,"Rose is the type of person who doesn't express her thoughts because she fears she will upset someone. In the conversation with Aunt Kolab, Rose doesn't answer her aunt when she asks, 'Do you feel so weighed down by what you're doing to help this family?' Rose feels that if she gave an honest answer to Aunt Kolab, her aunt would be hurt.",train,Score: 2
858,17691,7,0,0,"One trait that identifies Rose is that she likes to make other people happy. With her siste, Anna, she hid how she was feeling weighed down and tried to make her sister feel better. With her Aunt Kolab, she didn't want to tell her the truth because it would hurt her and her mother.",train,Score: 2
859,17225,7,0,0,I think that Rose is a giving person because she says' maybe I can sew for ladies. Or could make special treats from our country and sell them.',train,Score: 2
860,17215,7,0,0,She is positive. Instead of complaining about what's wrong she keeps it to herself and talks about what's right.,train,Score: 2
862,18508,7,1,1,One trait that Rose has is that she cares for her family and it shows when she yells for Paul to watch out in her dream.,train,Score: 2
863,18600,7,0,0,Rose is very turthful sometimes. Also she keeps almost everything in. How she was turthful she told her aunt about her dream. Also she kept in about how she felt about the work load.,train,The answer has some issues
864,18330,7,2,2,"One trait that can describe Rose is that she is comforting.  This trait is displayed in her conversation with Anna when she asks how she is feeling, and when she tries to make the time their father has been gone seem shorter.",train,Score: 2
865,17405,7,0,0,"Rose appears to feel overwhelmed by everything that is thrown at her- a rough job, taxing schoolwork, and a homelife that takes up most of the time she has that would normally be free to anyone else. '...From school she'd gone straight to the  restaurant to work a four-hour shift, then straight home to help Aunt Kolab prepare a quick supper. After that it was time to do homework.'",train,Score: 2
866,17382,7,0,0,"She grew up here and here mom and everybody else grew up in Cambodia. She has a dream that her brother is a heavy weight sinking  her down to the bottom of a body of water, and that gives her the oppurnity to see the situation through someone elses eyes.",train,The answer provided does not
868,17710,7,2,2,"Based on her conversation with Anna, one can deduce that a defining characteristic of Rose is her selflessness. It is evident that she wants nothing more than to help her brother to finish college. She is understanding of the family's position and is doing everything in her power to improve it.",train,Score: 2
