,index,essay,bsq,label,set,b
1579,962,"While dirigibles were being invented in the early 1930's. Many workers and financial men and women faced problems when trying to dock dirigibles. A dirigible was a live propeller that passengers who boarded the dirigible could ride. It was a closed compartment under the balloon. Getting back to the point of these inventions. Dirigibles were a dangerous device from what the passage says. From outside the United states they used hydrogen, not helium. The cause affect in using hydrogen is that it is highly flammable. The German dirigible... named Hindenburg, exploded by the cause of fire on May 6, 1937 in Lakehurst, New Jersey. Dirigibles was a very dangerous device back used in the 1930's. So then by the late 1930's, the idea of wing transportational diribles faded away. Later on they took passengers baggage of dirigible and made it into the world's largest soda fountain and tea garden.",Does the essay primarily rely on external sources rather than the excerpt?,1,train,c8
1580,269,"The builders of the empire State Building faced many problems atempting to dock dirigibles. Most of these problems were safety concerns. One issue was the use of hydrogen, which is highly flamable and explosive gas. A fire acident would be catastrophic, since down town newyork is densely populated. Another problem was that the tail of the dirigible could not be weighted down as it usualy is, because then thered be massive weighs dangling over the streets. With the winds blowing and the blimp not securely tethered, and not weighted, Dirigibles would have swayed and moved around. That creates the risk of the blimp getting punctured by sharp edges on other buildings. Also if the blimp ever successfully moored it would create tremendous stress on the building. Besides the technical issues there were some obvious obstacles that oddly never got considered or addressed. The first being a law prohibiting low-altitude flights of airships over urban centers. That makes it illegal to even attempt to land, meaning there was never any remote chance of the mooring mast functioning. The second promblem was, the proper mooring equipment were never installed. That meant no attempt could ever succeed. The builders faced many obstacles building the mast but they're biggest obstacle was lack of preparation, failure to address obvious problems.",Does the essay primarily rely on external sources rather than the excerpt?,0,train,c8
1581,1694,"The builders of the Empire State built two floors just for the passengers to drop off their luggage. They had a view in those floors, and was the idea didn't work, they wasted money on those extra rooms.They started working on the build and attempt to make dirigibles dock on the top, but they wasted alot of time and money, and it was just a waste altogether.",Does the essay primarily rely on external sources rather than the excerpt?,1,train,c8
1582,1373,"In the excerpt The Mooring Mast by @ORGANIZATION2, the builders of the Empire State Building are faced with several obstacles on they attempt to allow dirigibles to dock there. The first obstacle they encountered was designing a mooring mast that could with hold the stress of the dirigible's load. In stanza @NUM1 the author writes, ""A thousand-foot dirigible moored at the top of the building, held by a single cable tether, would add stress to the buildings frame."" @CAPS1, the steel frame of the Empire state building would have to be modified and strengthened to ameliorate this problem. Next, the greatest obstacle they faced was the strong winds on top of the building. In stanza @NUM2, it say, ""Even if the dirigible were tethered to the mooring mast, the back of the ship would swivel around and around the mooring mast."" This arrived as a huge problem as the architects could not weigh down the back of the ship because it could endanger pedestrians. Lastly, in stanza @NUM3 it states there is ""an existing law against airships flying too low over urban areas."" @CAPS1, it would be illegal for the dirigibles to tie up to the empire state building or even come close to the area. Due to these three obstacles the plan of using a mooring mast became an idea of the past.",Does the essay primarily rely on external sources rather than the excerpt?,0,train,c8
1583,926,"There were many obstacles the builders of the Empire State building faced in attempting to allow dirigibles to dock there. For one thing, the builders couldn't simply place a mast on top of the empire state building, because the building would surely collapse. ""A thousand-foot dirigible moored at the top of the empire state building, held by a single cable tether, would add stress to the building's frame"". To change and fix this problem, over sixty thousand dollars would be needed for the modifications. Another obstacle the builder's failed to see was the actual construction of a modern-day dirigible. The dirigibles, ""used hydrogen rather than helium, and hydrogen is highly Flammable"". If the dirigibles were to ever explode while docking, the situation would have been horrible over a densely populated area of New York. Lastly, the greatest obstacle of the building was nature itself. ""Even if the dirigible were tethered to the mooring mast, the back of the ship would swivel around and around"". this would be very dangerous. The dirigible could @CAPS1 over pedestrians the streets meaning it was not safe at all. There are three obstacles that prevented the empire state building from allowing dirigibles to dock there.",Does the essay primarily rely on external sources rather than the excerpt?,0,val,c8
1584,1702,"Obstacles builders faced in constructing the Empire State Building to allow the attempt of a dirigible to dock were blind. The tuge and pull of the unforecast wind made the dock dangers for passangers and the buildings foundation. However, making such attemps were eleagl for dirigibles to fly over urban areas, incase of failer. Spires as well made the drop impossible for them to approach also in case of puncher. Spending sixty thousand on modification to moor mast on the @ORGANIZATION2 for the safe dock of dirigibles. The idea was lost to the creation of the mordern new airplane.",Does the essay address the given task?,0,train,c11
1585,375,"In attempting to allow dirigibles to dock on the Empire State Building, the builders faced many obsticles. In order for the dirigibles to anchor there, a mooring mast must be added. The architects then had to find a way to add ""a thousand-foot dirigible moored at the top of the building"" without adding stress to the buildings frame. ""The greatest obstacle to the successful use of the mooring mast was the nature itself"". Architects knew that they could not control the weather, and this worried them. Another obsticle the builders faced was the ""law against airships flying too low over urban areas"". If dirigibles were able to reach the building something could go wrong. Builders ""feared that the wind would blow the dirigible onto the sharp spires of other buildings in the area"". The obsticles the builders faced soon became pointless when ""the idea of using the mooring mast for dirigibles and their passengers had quietly disappeared"".",Does the essay address the given task?,1,train,c11
1586,662,"The people who built the Empire State Building had many problems building it. The one obstacle to their expanded use in New York was the of a suitable landing area. The Empire State Building was going to have a mooring mast at it's top for docking these new airships, which would accommodate passengers on already existing transatlantic routes and new routes that were yet to come.",Does the essay address the given task?,0,train,c11
1587,178,"In the excerpt ""the Mooring Mast"", the author @ORGANIZATION2 explains some of the obstacles that the builders had to face in their attemp of allowing dirigibles dock on the mast of the Empire State Building.First of all, the dirigibles were big and heavy and needed space to land. @ORGANIZATION2 stated that ""some were... the same length as four blocks in New York City."" If the builders wanted to @CAPS1 dirigibles on top of the building, they would need a lot of space to build a big landing platform for a safe landing.Secondly, the decided that they could not land dirigibles on a flat roof and decided to tie it with a cable tether. The authors says ""the architects could not simply drop the mooring mast on top of the... flat roof."" They realized that the weight of the dirigible would deform the buildings structure and that the strong winds could cause damages down to the foundation of the building.In conclusion, the workers faced many obstacles in order for them to @CAPS1 dirigibles on top of the State holding.",Does the essay address the given task?,1,train,c11
1588,83,"The obstacles the builders of the Empire State Building faced in attempting to allow dirigibles to dock there included issues in safety, nature problems, and a dilemma with a law. Safety was a major concern as many dirigibles used hydrogen, which was highly flammable. An example of such a dirigible was the German Hindenburg, which went up in flames in Lakehurst, New Jersey. As the article ""The Mooring Mast,"" by Marcia Amidon Lüsted, states, ""the owners of the Empire State Building realized how much worse the accident could have been if it taken place above a densely populated areas such as downtown New York City."" @CAPS1, nature was a big obstacle the owners faced, as the winds on top of the building constantly shifted. According to Lüsted, this would have caused the back of the dirigibles to ""swivel around the mooring mast,"" which would not have been ""practical nor safe."" @CAPS2, there were legal issues the builders faced. There was a law at the time restricting airships from flying too low over populated areas. As the article notes, ""This law would make it illegal for shipped ever tie up to the building or even approach the area."" The builders of the Empire State Building faced issues with safety, nature, and the law.",Does the essay address the given task?,1,train,c11
1589,857,"Builders of the Empire State Building faced many obstacles in attempting to allow dirigibles. The first problem was the material of the dirigibles. Dirigibles ""were actually enormous steel frame balloons with envelopes of cotton fabric filled with hydrogen and helium make them lighter than air."" The first problem is that it's material could be broken if happened to fly into a sharp area of the building, and the ""violent air currents"" did not help. Since the dirigibles could not be weighted down at the Empire State Building, it would be dangerous to have them ""dangling high above pedestrians on the street."" Another obstacle was the fact that the dirigibles were filled with hydrogen. Although dirigibles from the United States were filled with hydrogen and helium, ""most dirigibles from outside the united states used hydrogen rather than helium, and hydrogen is highly flammable."" With these obstacles builders of the Empire State building faced in attempting to allow dirigibles dock there, the theory did not work out in reality.",Does the essay address the given task?,1,val,c11
1590,1329,"Based on the excerpt ""The Mooring Mast"" by Marcia Amidon @CAPS1 the builders of the Empire State Building faced many obstacles in attempting to allow dirigibles to dock there. These obstacles include the weather, safety, previous dirigible tragety, and the law.The wind at the top of the Empire State building was a huge safty hazard because even if the dirigible was secured the back would swing a cause a potential hazzard due to the unpredictable winds. To fly a dirigible they are filled with hydrogen instead of helium, this is also dangerous because hydrogen is very flammable. On May, 6, 1937 the hindenburg was destroyed by fire in Lakehurst, @LOCATION3, so the owners took into consideration this could have been much worse if the accident had taken place above a densely populated area such as New York. Dirigibles are very unsafe so this created many obsticles for the builders of the Empire State Building to allow dirigible to dock there.",Does the essay address the given task?,1,train,c11
1591,272,"In the passage, The Mooring Mast by @ORGANIZATION2, the obstacles the builders of the Empire State Building faced in attempting to allow dirigibles to dock there are out lined. These obstacles were safety, nature, and law, Safety was an obstacle because the passengers on the dirigibles would be put in danger. This is evident in the line, ""...dirigibles from outside of the @LOCATION1 used hydrogen rather than helium, and hydrogen is highly flammable."" The dirigibles could have blown up, as many have in the past. Nature was an obstacle because the dirigibles could have a hard time attaching to the mast if the weather is un desirable. This is supported in the quotation, ""...winds on top of the building were constantly shifting due to violent air currents."" The wind could cause the dirigibles to move around uncontrollably, which wouldn't be very safe for anyone. There was a law against airships in urban areas that was an obstacle. This law is explained in the quotation, ""this law would make it illegal for a ship to ever tie up to the building or even approach the area."" This law made it unnecessary to have the mooring mast, as it could not be legally used. The obstacles outlined in the passage The Mooring Mast by @ORGANIZATION2, allowed the architects to avoid wasting funds on something that wouldn't be profitable.",Does the essay address the given task?,1,train,c11
1592,148,"The builders of the Empire State Building faced many obstacles. The dirigibles weren't safe in a city like New York because of violent wind currents at the top of the building that would make the dirigibles ""swivel around and around the mooring mast."" Also many blimps from outside the United States were filled with hydrogen, which is highly flammable. If there was an accident like the Hindenburg in New York, more than just the passengers would be harmed. Another obstacle was that there was a law forbidding airships to fly too low over urban areas. This law made it illegal for ships to even go near the Empire State Building.",Does the essay address the given task?,1,val,c11
1593,1690,"In the excerpt the obstacles the @CAPS1 of the Empire State Building face in attempting to allow dirigibles to dock there was the ""lack of a suitable landing area"". (p. @NUM1) @CAPS1 were trying to attempt a suitable landing area to allow dirigibles to anchor there for several hours for refueling or service, and let passengers off and on. @CAPS1 try to attempt an electric winch. This ""would swing in the breeze and yet passengers could safely get on and off the dirigible by walking gangplank to an open observation platform."" The biggest obstacle, @CAPS1 of the Empire State building was to ""nature itself"" which meant that dirigibles moored in open landing fields, where they would be high above pedestrians on the street where it was neither practical nor safe. @CAPS1 of the Empire State attempted these causes to allow dirigibles to enter on the property of the Empire State Building!",Does the essay address the given task?,0,train,c11
1594,451,"The builders of the Empire State Building had a few obstacles to face when attempting to allow dirigibles to dock there, as written by Marcia Amidon Lüsted in the,The Mooring Mast. Al Smith, the architect of the Empire State Building, didn't want his masterpiece to be only for show, so he gave it purpose; a dock for dirigibles. By adding a comma ""thousand-foot dirigible moored at the top of the building, held by a single cable tether,"" the buildings frame would be under much stress; ultimately making the structure unsafe. To alter the frame and wind pressure, over @MONEY1 would need to be accumulated. If an accident were to take place, like in Lakehurst, New Jersey, the densely populated city would be in grave danger. Although these obstacles can be overcome, the obstacle of mother nature herself, cannot.",Does the essay address the given task?,1,train,c11
1595,1626,"In building the dirigible docks on the Empire State Building builders faced an onslaught of problems that should have been easy to pick up on. Everyone got caught up in the hype in my opinion. Outside of the U.S., other dirigibles used hydrogen, which is highly flammable, instead of helium. After the Hindenburg disaster, ""... the owners of the Empire State Building realized how much worse that accident could have been if it had taken place above a densely populated area such as downtown New York."" Winds also played an obstacle in the construction. ""... the back of the ship would swivel around and around the mooring mast."" The dirigibles would not be able to tie to the dock and stay because of violent air currents. There was a law holding airships from flying too low in urban areas. ""The law would make it illegal for air ship to ever tie up to the building or even approach the area...,"". Finally, times changed and planes became the new fad for air transport, ending dirigibles run as the main provider.",Does the essay address the given task?,1,train,c11
1596,943,"The builders of the Empire State Building faced several obstacles in their attempts to allow dirigibles to dock there. The first problem they faced was the issue of safety. Most dirigibles were fueled by hydrogen, which was highly flammable. This danger was shown by the Hindenburg disaster in New Jersey, and the owners of the building did not want to face a similar accident in a place as densely populated as New York. Another obstacle that arose was the fact that the violent wind at such an altitude would toss the back of the ship back and forth. This would not only be a technical hassle as it would also make it nearly impossible to get passengers in and out of the dirigible, and make it a frightening experience for anyone inside the ship as well. In addition, the ships could not be weighed down with lead weights as it would be too risky to have them dangling high above pedestrians. A final implication was that if dirigibles moored at the Empire State building, it would violate an existing law against airships flying too low over urban areas. Because of this, docking a ship there would be illegal which obviously way not helpful to the project. In the end, these obstacles were the key reasons that the endeavor failed. ",Does the essay address the given task?,1,train,c11
1597,181,"The builders of the Empire State Building faced obstacles attempting to allow dirigibles to dock there. One of the main obstacles was, the lack of a good landing area. Dirigibles were pretty big and there wasn't a great spot for it. ""Some were as long as one thousand feet, the same length as flour blocks in New York City""- paragraph 6. therefore caused problems to the builders to figure out where to put it.",Does the essay address the given task?,0,train,c11
1598,1321,"There were many obstacles the builders faced in attempting to allow dirigibles to dock on the empire State building. One obstacle they faced is the safety of the passengers when the dirigibles would dock and the frame work of the building wouldn't collapse. I know this because in between paragraph @NUM1 and @NUM2 the excerpt says, ""'One set of egineers are here in New York is trying to dope out a practical, workable arrangement and the government people in Washington are figuring on some safe way of mooring airships to this mast.'"" The mast weighs alot so they're afraid it will put too much pressure on the empire state building. The egineers were also afraid of the dirigibles blowing up because the dirigibles use hydrogen. Hydrogen is way more flammable than helium. I know this because in between paragraph @NUM3 and @NUM4 it says, ""Most dirigibles from outside of the United States used hydrogen rather than helium, and hydrogen is highly flammable. These were a few of many obstacles the workers faced",Does the essay address the given task?,1,train,c11
1599,1102,"There were many obstacles that the builders of the Empire State Building faced. One of the greatest being safety. As stated in paragraph @NUM1, most dirigibles from outside of the U.S used hydrogen rather than helium. Hydrogen is highly flamable. Also another issue was purposed in paragraph @NUM2, this was nature itself. The winds at the top of the building were constantly shifting due to violent air currents. Even if the dirigible were tethered down, the back of of the ship would swivel around the morning mass. Yet another obstacle as to the reason why dirigibles couldn't dock at the Empire State Building was in paragraph @NUM3, this was an existing law against airships flying too low over urban areas. These obstacles made it nearly impossible for the Empire State Building to serve it's original purpose.",Does the essay address the given task?,1,val,c11
1600,1209,"The architects who built the mooring mast on the top of the Empire State Building had many problems with actually docking any dirigibles there. When they @CAPS1 building the idea of being able to dock blimps on the top of a building was revolutionary and ideal. But they had many issues with safety, weather and laws. One issue with safety was that the gas inside the dirigibles, hydrogen, is highly flammable. One accident could harm hundreds of people in New York's streets. The wind on top of the building was also very strong. Making it difficult for any blimp to get in close enough. the last difficulty  that the builders had was laws. There were certain laws not allowing air ships to fly too low over high populated urban areas. While their mooring mast seemed like a good idea to start out with, sadly it never got much use.",Does the essay address the given task?,1,train,c11
1601,936,"In the excerpt, there where many obstacles the builders of the empire state building faced in attempting to allow dirigibles to dock there. The problems where that the dirigible being ""held by a single cable tether, would add stress to the building's frame"", and the wind pressure wouldn't help either, as stated in @CAPS1 @NUM1. Another issue was that, as said in @CAPS1 @NUM2, ""most dirigibles from outside of the united states used hydrogen rather than helium"",... ""hydrogen is highly flammable"", Also in the @CAPS1 @NUM2, ""The owners of the empire state building realized how much worse,"" a accident could be ""if it had taken place above a densely populated area such as down town New York. These are the problems the builders faced.",Does the essay address the given task?,1,train,c11
1602,1797,"There were many obstacles that the builders of the Empire State Building faced. One of the obstacles faced was when trying to dock on top of the building. Since it was so tall, there were very harsh winds that the dirigibles could be controlled. When the Los Angeles tried to dock there, it couldn't, because ""[it] could not get close enough to tie up because of forceful winds."" Also, ""the @CAPS1. could not even take his hands off the control levers."" because the dirigible might bump into other buildings if he did. Another obstacle they faced was that New York was densely populated and the mooring mast was surrounded by other buildings. If it caught on fire like the Hindenburg it could be a huge problem. ""... how much worse that accident could have been if it had taken place above a densely populated area."" The third huge obstacle they faced was that there was an actual law against anything flying that low in cities. There was, ""an existing law against airships flying too low over urban areas."" This meant that the dirigibles couldn't even get close enough to tie up since they were allowed to fly down to it. Since there were so many apparent obstacles and flaws in the plan, the builders should've caught it before and never built the mooring mast above the Empire State Building",Does the essay address the given task?,1,train,c11
1603,1207,"The Mooring Mast by @ORGANIZATION2 is about the Empire State Building and the expectations that people had for it. In @DATE1 it was announced that the Empire State Building would reach the height of 1,250 feet. The point of the selection is to show that there was another idea that the Empire State building builders were trying to make a reality. The builders came across some obstacles while trying to allow dirigibles to dock there, such as the building not being stable enough to support the dirigibles, having to add frame work, and the possible dangers of making this idea a reality. ""The stress of the dirigible's load and the wind pressure would add too much stress to the buildings frame."". Because of this added stress ""the steel frame of the Empire State building would have to be modified and strengthened."" Then when a dirigible was destroyed, the owners of the Empire State building realized how much worse it could of been it happened in a place such as downtown @CAPS1"". It is a good thing they did not do the idea.",Does the essay address the given task?,1,train,c11
1604,118,"There were many reasons why architects had problems allowing dirigibles to dock on the empire State building. One of the problems was that most dirigibles were @NUM1 ft long and it would be to much. There Would only be a single cable tether and it would add stress to the buildings frame. The entire Steel frame would have to be modified and strengthened which would cost over sixty thousand dollars.The greatest reason why the mooring mast would never fullfill its purpose is safety. Most dirigibles from the United States used hydrogen rather than helium, and hydrogen is highly flammable. The greatest obsticale to the successful use of the mooring was nature itself. The winds on the top of the buildings were constantly shifting due to the violent air currents. Even if the dirigible were tethered to the mooring mast the back of the Ship would swivel around. They are meant to land on open playing feilds but using these at the empire state building Where they would be dangling high above pedestrians was not safe",Does the essay address the given task?,1,train,c11
1605,816,"The idea of mooring dirigibles to the top of the building that stood 1,250 feet above the streets of downtown New York was a facinating and amazing idea. An idea that would bring New York into a whole ""age of transportation"" (@NUM1). Unfortunately this wonderful idea had a few holes in the plans. Later the architects that were building the mooring mast had discovered that their idea was not going to be fulfill. The idea had too many obstacles to overcome. The fact that ""most dirigibles outside the U. S used hydrogen rather than helium, and hydrogen is highly flammable"" (@NUM2). If anything was to go wrong, it would be catostrophic seeing as how below them were highly populated streets. Also, ""the greatest obstacle was nature itself"" (@NUM3). There was just too much wind to keep the aircraft steady and undercontrol. The reality of the fact was that the idea to moor derigibles sounded great but there are far too many risks to carry out the plan.",Does the essay address the given task?,1,train,c11
1606,753,"The empire State building had to face dangerous condition every day like @CAPS1 winds, heavy lifting, High heights.",Does the essay address the given task?,0,train,c11
1607,818,"Some of the obstacles facing the builders was if they were to add on the mooring mast they would have to strengthen the building integrity. This is necessary because once the mast goes the wind, pressure would have been transmitted all the way down to its foundation. More floors would have to be added to house elevators and stairs to a ticket and laggage area. They had to find a way to attach the mooring mast to the foundation, which is nearly @NUM1 feet below.",Does the essay address the given task?,0,val,c11
1608,656,"The builders of the Empire State Building faced numerous obsticles in attempting to allow dirigibles to dock there. One main concern was the dirigibles themselves because they use hydrogen rather than helium. Hydrogen is very flammable. If a dirigible were to explode above a densely populated area it would be desasterous. The greatest obstacle to the successful use of the building's mooring mast was nature. A mooring mast is used for docking airships such as a dirigible or a zeppelin. With these large air crafts, docking them on top of a building where winds are violently shifting is very dangerous. the back of the ship would swivel around the mooring mast, posing as a @CAPS1 threat. Dirigibles moored in open land feilds where they could be weighed down with lead weights. With a dirigible moored over the Empire State Building, it would dangle high above pedestrians, this is neither @CAPS2 nor practicle. Constructing the Empire State Building had @CAPS3 more challenges and obsticles than its architects would have hoped for.",Does the essay address the given task?,1,val,c11
1609,1002,"Based on the excerpt from @PERSON1's book ""The Empire State Building"", there seems to be two main problems with the docking of dirigibles in New York City. Firsty, is the problem of nature itself. The area around the Empire State Building, and all of @LOCATION3, is just too windy to have a safe docking procedure. The Naval @CAPS1 the Los Angeles attempted to dock, but the operator pulled away for fear of puncturing the zeppelin on the spire of another building. The second problem, though slightly easier to rectify was the law that prohibited any aircraft near the buildings of New York City. This basically made even attempting to dock in illegal. There are many reasons why the idea of zeppelins didn't get off the ground worldwide, and this excerpt about New York was a prime example of the obsticles that couldn't be safely tackled.",Does the essay address the given task?,1,train,c11
1610,1412,"The builders of the Empire State Building attempted to create a mast where dirigibles could dock. At first I thought it was a great idea, then realized there were obstacles. First obstacle discovered was ""most dirigibles from outside the United States used hydrogen rather than helium"" (Lüsted). This was an issue because hydrogen is very flammable and if it were to catch on fire in New York, thousands of people would be hurt/killed. The greatest obstacle was the wind. The amount of wind changed constantly and even if the dirigible was attached properly, the back would continue to move around, which would lead to danger on the streets. The dirigible would be dangling over the pedastrians (Lüsted). One other reason was a legal reason. It was illegal to fly a dirigible too low over urban areas, therefore the dirigible was not allowed to get low enough to land on the building Two tried and neither of them were successful. The constructors of the mooring mast were oblivious to these issues at the beginning, than realized them after. The Empire State Building could not be used to land dirigible due to the fact that non-U.S dirigibles used Hydrogen, the current of the wind changes frequently, and it was illegal to fly the dirigible low enough to attach.",Does the essay address the given task?,1,train,c11
1611,1317,"some of the obstacles the builders went throw was that they had to make many changes, such as they could not just drop a mast on top of the Buildings flat roof. The blimp would give the building stress held by a single cable. the blimps load and pressure from the wind would have to be transmitted all the way to the buildings foundation. The @CAPS1 could have to be strengthened to accommodate this new situation. over sixty thousands of dollars for the new frame work.",Does the essay address the given task?,0,train,c11
1612,214,"The builders faced many obstacles when attempting to allow the dirigibles to dock. The first was that they couldn't just put the mast on top of the building, it would have put too much stress on the buildings frame. They had to transmite the stress all the way down to the foundation of the building. They did over @MONEY1 worth of framework to the building.Their next obstacle was to find a safe way to dock and unload the ships, which was impossible. First off the ship couldn't even reach the building because the violent ever-changing winds were too much to control the ship in. But even if they did dock the back of the ship would have been pushed around and around the mast.Another obstacle was a law that prevented airships from flying that low over urban areas. So now the ships couldn't ever approach the building to tie off to the mast.",Does the essay address the given task?,1,val,c11
1613,347,"Some of the obstacles the builders of the Empire State building faced were the winds in the high altitudes, the laws that didn't allow airships to be so close to an urban area, the safety of the passengers, and the safety of the pedestrians below.",Does the essay address the given task?,0,train,c11
1614,171,"The architects didn't realize how many potential problems the mooring mast would bring until it had failed. The greatest reason why the dirigibles couldn't land was purely safety complications. Many dirigibles at the time used hydrogen rather than helium, which is highly flammable. Another main reason was nature itself. The winds on top of the building were very violent and could easily push a dirigible in the wrong direction. Before these problems, there was an already existing law against the flying of airships too low over urban areas. Dirigibles could not dock at the Empire State building because it was unsafe and illegal.",Does the essay address the given task?,1,train,c11
1615,929,"While attempting to allow dirigibles to dock at the Empire State Building, the builders ran into a few obstacles. One obstacle was a previously existing law about airships flying too low over urban areas like downtown New York. Another problem the builders ran into was high winds causing the back end of the dirigible to swing in the wind, making it unsafe for passengers unloading. Unlike dirigibles moored in open fields, lead weights could not be used to weigh the back of the dirigible down because they would be dangerous for pedestrians on the street. Another safety issue was most balloons outside the United States filled dirigibles with hydrogen which is much more flammable than helium. Dirigibles filled with hydrogen could cause a disaster if it ever caught on fire. Although the idea seemed great at first, the builders at the Empire State Building realized it was not practical or safe.",Does the essay address the given task?,1,train,c11
1616,91,"The obstacles the builders faced in building the Empire State Building were nature. ""The winds on top of the building were constantly shifting due to violent air currents."" ""Dirigibles moored in open landing fields could be weighted down in the back with lead weights, but using these at the Empire State Building, where they would be dangling high above pedestrians on the street, was neither practical nor safe."" The size was a problem along with how high they were in the sky. ""A thousand-foot dirigible moored at the top of the building, held by a single cable tether, would add stress to the building's frame."" @CAPS1 were the obstacles.",Does the essay address the given task?,0,train,c11
1617,1092,The builders of the Empire state building faced many obstacles in attempting to allow dirigibles to dock there. One of the greatest obstacles they had to face were the winds at the top of the building because the winds were constantly Shifting due to violent air currents. It also was'nt safe having the dirigibles weighed down with lead weights so it wont swivel around the mooring mast. Also sixty thousand dollars worth of modifications had to be made to the buildings frameworK. They were scared that weighing the ship down with lead weights would be dangerous because of all the people below in the city. It must have been very hard to construct the mooring mast.,Does the essay address the given task?,1,val,c11
1618,1380,"When constructing a mooring mast, @CAPS1 ran into many problems. Safety was the main problem/concern they ran into. Since most blimps outside of the @LOCATION1 were hydrogen not helium, they were very flammable. After Hindenburg blimp was destroyed by a fire, people in @CAPS1 feared that would happen by the empire state building. Another problem they ran into was the law. At that time, it was the law that you couldn't fly an airship that low over urban areas. When tested, some blimps couldnt get close enough because of the heavy winds. This made it impossible to tie blimps up and let people off It also made people fear that the wind would blow the blimp onto sharp parts of other building which would put a hole in the blimp It was a good idea, but there were just to many obstacles they had to go around to make the blimp docking station and mooring mast successful.",Does the essay address the given task?,1,train,c11
1619,1789,"In @PERSON1's excerpt, ""The Mooring Mast,"" the builders of the Empire State Building faced many obstacles in attempting to allow dirigibles to dock there. Although dirigibles were a modern form of transportation they were highly dangerous. As it states in paragraph @NUM1, ""Most dirigibles from outside of the U.S used hydrogen rather than helium, and hydrogen in highly flammable."" This along with the ""violent air currents"" as stated in paragraph @NUM2, were two of the risks that the builders had to take into consideration. The builders needed to converse the idea of a safe way in which dirigibles could dock there insuring that no one gets hurt. Another obstacle the builders had to take into consideration was the law passed in which was, ""against airships flying to low over urban areas,"" as explained in paragraph @NUM3. The excerpt clearly explains the complications the builders had to endure and take into thought when constructing the Empire State Building. In conclusion, the builders of the Empire State Building underwent many obstacles in attempting to allow dirigibles to dock there.",Does the essay address the given task?,1,train,c11
1620,1645,"The obstacles of getting the dirigibles to be able to dock at the empire state building was, they couldn't put the fuell on top of the building. Putting mooring mast on top of the roof would make it very unstable and putt a lot of Pressure on it. For this to happen they had to modify the structure of the roof, which ended up costing over @MONEY1. After succefully building that they had another obstacle. It was trying to figure out how the dirigibles wouldn't move around with so much wind currents. They never figured out how and the idea just disappeared.",Does the essay address the given task?,1,train,c11
1621,141,"The builders of the Empire State Building faced a number of different obstacles in attempting to allow dirigibles to land there, the most difficult of which were the urban location, money, and the weather. The urban location was an obstacle for the builders because there are laws against airships flying too low over a density populated area and you can't weight the airship down like you could if it was on the ground because the weights would be dangling over the city. The second obstacle was money because it was becoming increasingly expensive to pay for all of the modifications to make the mooring mast the reality. The third and most dangerous obstacle was the weather because wind and other various kinds of storms can control the airship and make it difficult for it to dock at the Empire State Building. Therefore, the obstacles of the urban location, money, and the weather made it virtually impossible for the mooring mast to be constructed.",Does the essay address the given task?,1,train,c11
1622,1452,"The obstacles that builders of the Empire State Building faced in attempting to allow dirigibles to dock had some consequences. One of the obstacles to there expanded use in New York City was the lack of a suitable landing area. Also, the Architects could not simply drop a mooring mast on top of the Empire state buildings flat roof because a thousand-foot dirigible moored at the top of the building, held by a single cable tether, would add stress to the buildings frame. The greatest obstacle to successful use of the mooring mast was nature itself. The winds on the top of the building were constantly shifting due to violent air currents. The last obstacle why dirigibles could not moor at the Empire State building was an existing law against airships flying too low over urban areas. The U.S. Navy dirigible Los Angeles approached the mooring mast but could not get close enough to tie up because of forceful winds",Does the essay address the given task?,1,train,c11
1623,192,"The builders of the Empire State Building faced many obstacles in attempting to allow dirigibles to dock there. One obstacle was the frame of the building. In @LOCATION1 @NUM1, it explains that attaching a durgible to the building would add stress to the building's frame. They had to modify the whole frame of the building to a stronger material for the mooring mast to work. One of the biggest obstacles was safety. Most durgibles use hydrogen to power them, and hydrogen is highly flammable. There is a great risk of the dirigibles to catch on fire when flying over such a densely populated area as New York. Another obstacle in the way of the mooring mast was the conditions at the top of the building. At the top of the Empire State Building, there are violent winds that would cause the dirigibles to swivel around the mooring mast. Lastly, An obstacle the builders faced was the law against airships flying too low over urban areas. As explained in @LOCATION1, because of this law, it is illegal to even fly up to the Empire State building. With all of these obstacles, it is clear why the mooring mast wasn't used.",Does the essay address the given task?,1,train,c11
1624,919,"Based on the excerpt it is evident that the builders of the Empire State Building faced many obstacles in attempting to allow dirigibles to dock there.One of the reasons for the ideas failure was the fact that there was already a law in place making it illegal for a dirigible to even approach the area, as it states in paragraph @NUM1. Also, it could've of been an extreme fire hazard if a blimp had ever reached the Empire State Building. This is proved in paragraph @NUM2, where it states, ""the German dirigible Hindenburg was destroyed by fire..."" which caused the owners to realize, ""how much worse that accident could have been in New York."" On top of all this, weather proposed an even bigger problem. Violent air currents made the idea of a mooring mast was ""neither practical nor safe."" I believe the most important reason that the idea failed was because technology was simply advancing beyond predictions. In paragraph @NUM3, it says, ""Dirigibles instead of becoming the transportation of the future, had given way to airplanes.""",Does the essay address the given task?,1,train,c11
